"Town/County","FIPS","Year","NAICS Code","Industry Name","Rank","Measure Type","Variable","Value"
"Marlborough","0900345820",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",41732.1
"Marlborough","0900345820",2014,"23","Construction",-1,"Number","Number of Employers",19
"Marlborough","0900345820",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",102.67
"Marlborough","0900345820",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",60170.1
"Marlborough","0900345820",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",6
"Marlborough","0900345820",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",53.5
"Marlborough","0900345820",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",15520.5
"Marlborough","0900345820",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",9
"Marlborough","0900345820",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",1217.58
"Marlborough","0900345820",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",42876.5
"Marlborough","0900345820",2014,"","Total - All Industries",-1,"Number","Number of Employers",163
"Marlborough","0900345820",2014,"","Total Government",-1,"Number","Annual Average Employment",200.25
"Marlborough","0900345820",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",49645.9
"Marlborough","0900345820",2014,"","Total Government",-1,"Number","Number of Employers",9
"Marlborough","0900345820",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",343.92
"Marlborough","0900345820",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",44294.4
"Marlborough","0900345820",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",23
"Marlborough","0900345820",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",138.92
"Marlborough","0900345820",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",48199.6
"Marlborough","0900345820",2014,"","Local/Municipal Government",2,"Number","Number of Employers",7
"Marlborough","0900345820",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",117.67
"Marlborough","0900345820",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",13763.3
"Marlborough","0900345820",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",11
"Marlborough","0900345820",2015,"23","Construction",-1,"Number","Annual Average Employment",59.42
"Marlborough","0900345820",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",44594
"Marlborough","0900345820",2015,"23","Construction",-1,"Number","Number of Employers",20
"Marlborough","0900345820",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",95.83
"Marlborough","0900345820",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",62070.8
"Marlborough","0900345820",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",6
"Marlborough","0900345820",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",54
"Marlborough","0900345820",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",18208.2
"Marlborough","0900345820",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",10
"Marlborough","0900345820",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",1219.33
"Marlborough","0900345820",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",44865.5
"Marlborough","0900345820",2015,"","Total - All Industries",-1,"Number","Number of Employers",163
"Marlborough","0900345820",2015,"","Total Government",-1,"Number","Annual Average Employment",203
"Marlborough","0900345820",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",50182.3
"Marlborough","0900345820",2015,"","Total Government",-1,"Number","Number of Employers",9
"Marlborough","0900345820",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",354
"Marlborough","0900345820",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",43551.3
"Marlborough","0900345820",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",22
"Marlborough","0900345820",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",137.92
"Marlborough","0900345820",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",48868
"Marlborough","0900345820",2015,"","Local/Municipal Government",2,"Number","Number of Employers",7
"Marlborough","0900345820",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",112.42
"Marlborough","0900345820",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",15807.7
"Marlborough","0900345820",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",10
"Meriden","0900946520",2014,"23","Construction",-1,"Number","Annual Average Employment",756.5
"Meriden","0900946520",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",62394.5
"Meriden","0900946520",2014,"23","Construction",-1,"Number","Number of Employers",103
"Meriden","0900946520",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",2225.83
"Meriden","0900946520",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",68497.1
"Meriden","0900946520",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",72
"Meriden","0900946520",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",2846.25
"Meriden","0900946520",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",25827.2
"Meriden","0900946520",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",227
"Meriden","0900946520",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",21646.2
"Meriden","0900946520",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",48828.3
"Meriden","0900946520",2014,"","Total - All Industries",-1,"Number","Number of Employers",1300
"Meriden","0900946520",2014,"","Total Government",-1,"Number","Annual Average Employment",2932.67
"Meriden","0900946520",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",64916.7
"Meriden","0900946520",2014,"","Total Government",-1,"Number","Number of Employers",42
"Meriden","0900946520",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",4834.5
"Meriden","0900946520",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",47142.9
"Meriden","0900946520",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",166
"Meriden","0900946520",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",1983.5
"Meriden","0900946520",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",59843.1
"Meriden","0900946520",2014,"","Local/Municipal Government",2,"Number","Number of Employers",22
"Meriden","0900946520",2014,"56","Administrative and Waste Services",3,"Number","Annual Average Employment",1722.83
"Meriden","0900946520",2014,"56","Administrative and Waste Services",3,"US Dollars","Annual Average Wage",27350.4
"Meriden","0900946520",2014,"56","Administrative and Waste Services",3,"Number","Number of Employers",72
"Meriden","0900946520",2015,"23","Construction",-1,"Number","Annual Average Employment",833.58
"Meriden","0900946520",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",62414.2
"Meriden","0900946520",2015,"23","Construction",-1,"Number","Number of Employers",107
"Meriden","0900946520",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",2205.75
"Meriden","0900946520",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",68847.7
"Meriden","0900946520",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",71
"Meriden","0900946520",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",2891.58
"Meriden","0900946520",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",27400.7
"Meriden","0900946520",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",233
"Meriden","0900946520",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",21733.5
"Meriden","0900946520",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",50463.4
"Meriden","0900946520",2015,"","Total - All Industries",-1,"Number","Number of Employers",1324
"Meriden","0900946520",2015,"","Total Government",-1,"Number","Annual Average Employment",2917.58
"Meriden","0900946520",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",66328.5
"Meriden","0900946520",2015,"","Total Government",-1,"Number","Number of Employers",42
"Meriden","0900946520",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",4723.08
"Meriden","0900946520",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",46929.7
"Meriden","0900946520",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",163
"Meriden","0900946520",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",1999
"Meriden","0900946520",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",59792
"Meriden","0900946520",2015,"","Local/Municipal Government",2,"Number","Number of Employers",22
"Meriden","0900946520",2015,"56","Administrative and Waste Services",3,"Number","Annual Average Employment",1618.08
"Meriden","0900946520",2015,"56","Administrative and Waste Services",3,"US Dollars","Annual Average Wage",27923.1
"Meriden","0900946520",2015,"56","Administrative and Waste Services",3,"Number","Number of Employers",70
"Middlebury","0900946940",2014,"23","Construction",-1,"Number","Annual Average Employment",-9999
"Middlebury","0900946940",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",-9999
"Middlebury","0900946940",2014,"23","Construction",-1,"Number","Number of Employers",-9999
"Middlebury","0900946940",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",125.33
"Middlebury","0900946940",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",68896.9
"Middlebury","0900946940",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",12
"Middlebury","0900946940",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",223.83
"Middlebury","0900946940",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",37025.3
"Middlebury","0900946940",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",26
"Middlebury","0900946940",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",3801.67
"Middlebury","0900946940",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",54775.2
"Middlebury","0900946940",2014,"","Total - All Industries",-1,"Number","Number of Employers",291
"Middlebury","0900946940",2014,"","Total Government",-1,"Number","Annual Average Employment",357.08
"Middlebury","0900946940",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",56661.2
"Middlebury","0900946940",2014,"","Total Government",-1,"Number","Number of Employers",14
"Middlebury","0900946940",2014,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",976.67
"Middlebury","0900946940",2014,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",51442.5
"Middlebury","0900946940",2014,"62","Health Care and Social Assistance",1,"Number","Number of Employers",44
"Middlebury","0900946940",2014,"55","Management of Companies and Enterprises",2,"Number","Annual Average Employment",385.42
"Middlebury","0900946940",2014,"55","Management of Companies and Enterprises",2,"US Dollars","Annual Average Wage",133458
"Middlebury","0900946940",2014,"55","Management of Companies and Enterprises",2,"Number","Number of Employers",4
"Middlebury","0900946940",2014,"","Local/Municipal Government",3,"Number","Annual Average Employment",343.67
"Middlebury","0900946940",2014,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",56514.6
"Middlebury","0900946940",2014,"","Local/Municipal Government",3,"Number","Number of Employers",12
"Middlebury","0900946940",2015,"23","Construction",-1,"Number","Annual Average Employment",-9999
"Middlebury","0900946940",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",-9999
"Middlebury","0900946940",2015,"23","Construction",-1,"Number","Number of Employers",-9999
"Middlebury","0900946940",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",117.75
"Middlebury","0900946940",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",70934.5
"Middlebury","0900946940",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",8
"Middlebury","0900946940",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",234.42
"Middlebury","0900946940",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",40103.7
"Middlebury","0900946940",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",24
"Middlebury","0900946940",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",3786.67
"Middlebury","0900946940",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",56687.7
"Middlebury","0900946940",2015,"","Total - All Industries",-1,"Number","Number of Employers",289
"Middlebury","0900946940",2015,"","Total Government",-1,"Number","Annual Average Employment",359.08
"Middlebury","0900946940",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",56553.6
"Middlebury","0900946940",2015,"","Total Government",-1,"Number","Number of Employers",14
"Middlebury","0900946940",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",1014.08
